PROBEID,CHR,CHRLOC,SYMBOL
219098_at,chr17,-4442191,MYBBP1A
219099_at,chr12,4430359,C12orf5
219104_at,chr11,-10533225,RNF141
219105_x_at,chr16,46723558,ORC6
219106_s_at,chr2,170366212,KLHL41
219110_at,chr4,110736666,GAR1
219112_at,chr5,-130759614,RAPGEF6
219113_x_at,chr19,-49316274,HSD17B14
219114_at,chr3,-50595456,C3orf18
219115_s_at,chr6,-137321108,IL20RA
219117_s_at,chr12,-49315742,FKBP11
219119_at,chr7,117824086,LSM8
219123_at,chr17,-5009031,ZNF232
219125_s_at,chr1,155108288,SLC50A1
219131_at,chr1,11333255,UBIAD1
219132_at,chr14,56585093,PELI2
219134_at,chr1,-79355449,ELTD1
219140_s_at,chr10,-95351593,RBP4
219148_at,chr8,-27667138,PBK
219149_x_at,chr3,-137879830,DBR1
219151_s_at,chr22,-51205920,RABL2B
219152_at,chr3,127348039,PODXL2
219155_at,chr17,65373397,PITPNC1
219157_at,chr4,166131171,KLHL2
219159_s_at,chr1,160709077,SLAMF7
219161_s_at,chr16,66586466,CKLF
219165_at,chr8,22437987,PDLIM2
219167_at,chr15,-65345675,RASL12
219179_at,chr14,59104757,DACT1
219181_at,chr18,47088427,LIPG
219183_s_at,chr22,37678495,CYTH4
219184_x_at,chr17,900357,TIMM22
219185_at,chr6,13574859,SIRT5
219187_at,chr6,-32096484,FKBPL
219189_at,chr8,-145579088,FBXL6
219191_s_at,chr12,-51674822,BIN2
219192_at,chr9,-33921691,UBAP2
219195_at,chr4,-23793644,PPARGC1A
219196_at,chr15,51973550,SCG3
219197_s_at,chr11,-9041047,SCUBE2
219198_at,chr9,135545728,GTF3C4
219199_at,chr5,-132211071,AFF4
219201_s_at,chr18,9334765,TWSG1
219205_at,chr17,2207248,SRR
219209_at,chr2,-163123589,IFIH1
219210_s_at,chr15,63481728,RAB8B
219211_at,chr22,18632758,USP18
219212_at,chr10,14880261,HSPA14
219213_at,chr21,27011594,JAM2
219214_s_at,chr7,5085452,RBAK
219216_at,chr2,67624442,ETAA1
219226_at,chr17,37617739,CDK12
219228_at,chr19,54024177,ZNF331
219229_at,chr15,92396938,SLCO3A1
219244_s_at,chr15,-89002709,MRPL46
219250_s_at,chr20,-14304639,FLRT3
219255_x_at,chr3,53880577,IL17RB
219257_s_at,chr17,74380690,SPHK1
219259_at,chr1,156123322,SEMA4A
219264_s_at,chrX,-294668,PPP2R3B
219266_at,chr19,-52467593,ZNF350
219267_at,chr12,-110288748,GLTP
219273_at,chr14,99947739,CCNK
219274_at,chr7,-120427374,TSPAN12
219275_at,chr19,33072094,PDCD5
219278_at,chr1,-27681670,MAP3K6
219280_at,chr21,-40557404,BRWD1
219281_at,chr8,9911830,MSRA
219282_s_at,chr17,16318856,TRPV2
219285_s_at,chr14,-51192546,NIN
219287_at,chr12,70760062,KCNMB4
219290_x_at,chr4,100737981,DAPP1
219291_at,chr15,49913226,DTWD1
219295_s_at,chr3,-142536702,PCOLCE2
219296_at,chr11,19138692,ZDHHC13
219297_at,chrX,117480036,WDR44
219304_s_at,chr11,-103777914,PDGFD
219305_x_at,chr1,-11708418,FBXO2
219306_at,chr3,44803209,KIF15
219307_at,chr6,-107473761,PDSS2
219308_s_at,chr1,77748287,AK5
219314_s_at,chr14,-21558205,ZNF219
219317_at,chr18,51795849,POLI
219321_at,chr14,67708012,MPP5
219322_s_at,chr1,-3547331,WRAP73
219323_s_at,chr11,71710109,IL18BP
219326_s_at,chr2,62423262,B3GNT2
219327_s_at,chr17,72427667,GPRC5C
219329_s_at,chr2,27434899,ATRAID
219333_s_at,chr2,241526133,CAPN10
219340_s_at,chr8,1711870,CLN8
219350_s_at,chr12,-122692209,DIABLO
219351_at,chrX,-13730361,TRAPPC2
219358_s_at,chr17,29248754,ADAP2
219366_at,chr15,-34158428,AVEN
219368_at,chrX,-72432137,NAP1L2
219370_at,chr2,-154333852,RPRM
219371_s_at,chr19,16435651,KLF2
219373_at,chr1,-155112367,DPM3
219375_at,chr1,111682833,CEPT1
219380_x_at,chr6,43543878,POLH
219382_at,chr19,-40946748,SERTAD3
219384_s_at,chr16,-75632247,ADAT1
219386_s_at,chr1,159796479,SLAMF8
219391_at,chr1,-220230824,BPNT1
219393_s_at,chr1,-243651535,AKT3
219394_at,chr17,76374735,PGS1
219398_at,chr3,-9908394,CIDEC
219399_at,chr11,-27515965,LIN7C
219400_at,chr17,40834632,CNTNAP1
219401_at,chr17,48423393,XYLT2
219403_s_at,chr4,-84213614,HPSE
219407_s_at,chr9,133884504,LAMC3
219412_at,chr11,-87846415,RAB38
219414_at,chr3,139654027,CLSTN2
219415_at,chr19,54926605,TTYH1
219421_at,chr5,-40711678,TTC33
219424_at,chr19,4229540,EBI3
219425_at,chr22,-44220387,SULT4A1
219428_s_at,chr20,-32290550,PXMP4
219429_at,chr16,-74746856,FA2H
219432_at,chr4,5712924,EVC
219434_at,chr6,-41242999,TREM1
219436_s_at,chr4,-101316498,EMCN
219437_s_at,chr16,-89334029,ANKRD11
219439_at,chr7,7222246,C1GALT1
219440_at,chrX,-17818169,RAI2
219445_at,chr19,48111453,GLTSCR1
219452_at,chr16,-68021293,DPEP2
219454_at,chrX,13587694,EGFL6
219461_at,chr15,40509629,PAK6
219463_at,chr20,9495005,LAMP5
219464_at,chr1,150230218,CA14
219466_s_at,chr1,-161192083,APOA2
219475_at,chr16,83986827,OSGIN1
219477_s_at,chr13,-52951303,THSD1
219478_at,chr16,84328401,WFDC1
219480_at,chr20,48599513,SNAI1
219482_at,chr21,-37415982,SETD4
219483_s_at,chrX,48367371,PORCN
219484_at,chr12,104458236,HCFC2
219485_s_at,chrX,-107327435,PSMD10
219488_at,chr22,-43088127,A4GALT
219492_at,chr4,-54875958,CHIC2
219494_at,chr8,-95384188,RAD54B
219495_s_at,chr19,-44979859,ZNF180
219497_s_at,chr2,-60678302,BCL11A
219500_at,chr11,-67131639,CLCF1
219505_at,chr22,-17660194,CECR1
219508_at,chr15,59903982,GCNT3
219509_at,chr10,-75391370,MYOZ1
219510_at,chr3,-121150273,POLQ
219511_s_at,chr5,121647820,SNCAIP
219513_s_at,chr19,-6752173,SH2D3A
219514_at,chr9,-129849628,ANGPTL2
219515_at,chr11,-129769601,PRDM10
219516_at,chr12,-110220892,TRPV4
219521_at,chr11,-134248398,B3GAT1
219522_at,chr11,35639735,FJX1
219528_s_at,chr14,-99635625,BCL11B
219529_at,chr9,-139889060,CLIC3
219532_at,chr6,-80624529,ELOVL4
219535_at,chr21,33245628,HUNK
219537_x_at,chr19,39989557,DLL3
219540_at,chr16,31885079,ZNF267
219543_at,chr10,-70044838,PBLD
219547_at,chr10,-101468505,COX15
219548_at,chr8,-146155744,ZNF16
219549_s_at,chr11,63448922,RTN3
219550_at,chr11,124735305,ROBO3
219552_at,chr9,-113127529,SVEP1
219553_at,chr1,-169101769,NME7
219554_at,chr15,-90014638,RHCG
219561_at,chr17,-46103533,COPZ2
219564_at,chr17,68071366,KCNJ16
219565_at,chr2,204103164,CYP20A1
219568_x_at,chr20,-62679079,SOX18
219571_s_at,chr7,-6728064,ZNF12
219575_s_at,chr16,-69362524,PDF
219577_s_at,chr19,1040102,ABCA7
219579_at,chr11,-61664773,RAB3IL1
219584_at,chr3,119316695,PLA1A
219591_at,chr11,-787110,CEND1
219593_at,chr11,-60704555,SLC15A3
219594_at,chr12,-673462,NINJ2
219595_at,chr12,133562934,ZNF26
219600_s_at,chr21,-34821448,TMEM50B
219601_s_at,chr10,98741041,C10orf12
219603_s_at,chr19,44669317,ZNF226
219607_s_at,chr11,60048014,MS4A4A
219610_at,chr5,72921983,ARHGEF28
219612_s_at,chr4,-155525286,FGG
219613_s_at,chr19,-4174106,SIRT6
219614_s_at,chr3,-45796941,SLC6A20
219615_s_at,chr6,-39156747,KCNK5
219618_at,chr12,44152747,IRAK4
219621_at,chr1,-36197713,CLSPN
219624_at,chr8,38034106,BAG4
219625_s_at,chr5,-74666928,COL4A3BP
219628_at,chr3,-178735011,ZMAT3
219630_at,chr1,-47649261,PDZK1IP1
219632_s_at,chr17,-3468740,TRPV1
219634_at,chr12,104850692,CHST11
219638_at,chr15,76196200,FBXO22
219640_at,chr7,-100875373,CLDN15
219643_at,chr2,-140988996,LRP1B
219644_at,chr12,-94702056,CEP83
219645_at,chr1,160160285,CASQ1
219647_at,chr3,-119360908,POPDC2
219649_at,chr1,63833261,ALG6
219654_at,chr10,-17631958,PTPLA
219656_at,chr5,-141324530,PCDH12
219657_s_at,chr4,38665790,KLF3
219659_at,chr13,25946209,ATP8A2
219661_at,chr5,170288896,RANBP17
219664_s_at,chr16,451858,DECR2
219666_at,chr11,-59939080,MS4A6A
219669_at,chr19,43857825,CD177
219671_at,chr1,-40144645,HPCAL4
219683_at,chr8,28351722,FZD3
219684_at,chr3,187086168,RTP4
219686_at,chr4,5053527,STK32B
219689_at,chr3,-52467268,SEMA3G
219693_at,chr6,-161551057,AGPAT4
219697_at,chr16,22825860,HS3ST2
219700_at,chr17,-37219556,PLXDC1
219701_at,chr15,52043758,TMOD2
219702_at,chrX,-133699873,PLAC1
219704_at,chr17,-7191571,YBX2
219707_at,chr16,89642176,CPNE7
219708_at,chr17,17206680,NT5M
219712_s_at,chr17,-3511556,SHPK
219714_s_at,chr3,54156693,CACNA2D3
219716_at,chr22,36044424,APOL6
219719_at,chr17,42925279,HIGD1B
219723_x_at,chr21,45285116,AGPAT3
219725_at,chr6,-41126246,TREM2
219726_at,chrX,70364681,NLGN3
219727_at,chr15,-45384852,DUOX2
219728_at,chr5,137203545,MYOT
219729_at,chr9,132427920,PRRX2
219733_s_at,chr19,-59009700,SLC27A5
219735_s_at,chr2,-121974164,TFCP2L1
219736_at,chr5,-114460459,TRIM36
219737_s_at,chr13,-66876966,PCDH9
219743_at,chr6,126070732,HEY2
219744_at,chr17,80693452,FN3K
219746_at,chr14,-73136660,DPF3
219752_at,chr12,-113536624,RASAL1
219753_at,chr7,99775538,STAG3
219755_at,chr17,-77768176,CBX8
219759_at,chr5,96211644,ERAP2
219760_at,chr19,49617618,LIN7B
219761_at,chr12,-10223080,CLEC1A
219762_s_at,chr19,5690346,RPL36
219764_at,chr12,130647004,FZD10
219767_s_at,chr21,-34961648,CRYZL1
219769_at,chr11,61891445,INCENP
219772_s_at,chrX,-21724090,SMPX
219773_at,chr11,-89057522,NOX4
219778_at,chr8,106331147,ZFPM2
219786_at,chr11,-68474908,MTL5
219788_at,chr7,99971068,PILRA
219789_at,chr5,32711438,NPR3
219793_at,chr8,-82711818,SNX16
219795_at,chrX,115567747,SLC6A14
219796_s_at,chr11,-616565,CDHR5
219797_at,chr2,-99235569,MGAT4A
219799_s_at,chr2,169921299,DHRS9
219803_at,chr1,63063187,ANGPTL3
219807_x_at,chr19,41284124,RAB4B
219811_at,chr22,20067755,DGCR8
219822_at,chr13,-41790516,MTRF1
219824_at,chr7,-135365987,SLC13A4
219825_at,chr2,-72356367,CYP26B1
219827_at,chr11,-73711326,UCP3
219829_at,chrX,70521628,ITGB1BP2
219830_at,chr17,17584787,RAI1
219831_at,chr5,-133643692,CDKL3
219832_s_at,chr12,54332576,HOXC13
219835_at,chr4,81106424,PRDM8
219837_s_at,chr4,-5016314,CYTL1
219841_at,chr12,-8754762,AICDA
219843_at,chr1,-46159998,IPP
219845_at,chr9,-96713909,BARX1
219850_s_at,chr11,34642588,EHF
219854_at,chr19,-19821281,ZNF14
219859_at,chr12,-8685901,CLEC4E
219860_at,chr6,-2987351,LY6G5C
219862_s_at,chr17,80416540,NARF
219863_at,chr4,89378268,HERC5
219864_s_at,chr1,24829387,RCAN3
219866_at,chr6,-45866190,CLIC5
219878_s_at,chr15,31619083,KLF13
219883_at,chr11,64058793,KCNK4
219884_at,chr9,-124964856,LHX6
219888_at,chr20,34203809,SPAG4
219889_at,chr10,99079022,FRAT1
219890_at,chr7,-141627157,CLEC5A
219892_at,chr15,83776324,TM6SF1
219894_at,chr15,-23888696,MAGEL2
219896_at,chr10,-135138928,CALY
219898_at,chr7,-112720468,GPR85
219899_x_at,chr9,140100119,NDOR1
219902_at,chr5,78365547,BHMT2
219903_s_at,chr10,-96796529,CYP2C8
219907_at,chr6,-41737914,FRS3
219908_at,chr4,-107842959,DKK2
219909_at,chr17,-34105509,MMP28
219910_at,chr12,108909051,FICD
219911_s_at,chr20,61273797,SLCO4A1
219912_s_at,chr6,131958442,ENPP3
219914_at,chr2,-233344537,ECEL1
219916_s_at,chr6,-1331767,RNF39
219920_s_at,chr3,-49758932,GMPPB
219922_s_at,chr11,-65306030,LTBP3
219928_s_at,chr18,21718955,CABYR
219930_at,chrX,56258822,KLF8
219931_s_at,chr1,-202860230,KLHL12
219932_at,chr5,128301210,SLC27A6
219934_s_at,chr4,-70706930,SULT1E1
219935_at,chr21,-28290231,ADAMTS5
219936_s_at,chr3,-151011876,GPR87
219937_at,chr12,72666529,TRHDE
219938_s_at,chr18,-43563502,PSTPIP2
219939_s_at,chr1,-115259534,CSDE1
219942_at,chr7,-44178463,MYL7
219945_at,chr11,125774261,DDX25
219947_at,chr12,8276228,CLEC4A
219949_at,chr3,-46556878,LRRC2
219950_s_at,chr6,155411423,TIAM2
219952_s_at,chr19,7587496,MCOLN1
219954_s_at,chr4,22694548,GBA3
219956_at,chr12,-51745833,GALNT6
219960_s_at,chr1,-192987535,UCHL5
219962_at,chrX,-15579156,ACE2
219963_at,chr10,-76854190,DUSP13
219971_at,chr16,27413483,IL21R
219976_at,chr1,60280533,HOOK1
219977_at,chr17,-6327059,AIPL1
219982_s_at,chr5,69321078,SERF1B
219983_at,chr3,192958917,HRASLS
219985_at,chr17,-13399006,HS3ST3A1
219991_at,chr4,-9827848,SLC2A9
219992_at,chr12,-57403781,TAC3
219993_at,chr8,55370495,SOX17
219994_at,chr10,26727266,APBB1IP
219997_s_at,chr2,232651162,COPS7B
220000_at,chr19,-52114756,SIGLEC5
220001_at,chr1,17634690,PADI4
220004_at,chr6,74104285,DDX43
220005_at,chr3,-151044096,P2RY13
220010_at,chrX,-108866929,KCNE1L
220012_at,chr1,-236378422,ERO1LB
220014_at,chr5,119800019,PRR16
220019_s_at,chr19,44598482,ZNF224
220023_at,chr16,28505970,APOBR
220025_at,chr2,162272620,TBR1
220026_at,chr1,87012759,CLCA4
220028_at,chr3,38495790,ACVR2B
220031_at,chr1,-149912232,OTUD7B
220034_at,chr12,66582978,IRAK3
220037_s_at,chr11,-10579413,LYVE1
220038_at,chr8,67687416,SGK3
220040_x_at,chrX,-64135682,ZC4H2
220042_x_at,chr1,-41972036,HIVEP3
220043_s_at,chr3,-196745824,MFI2
220045_at,chr7,-31377080,NEUROD6
220046_s_at,chr3,-156865586,CCNL1
220047_at,chr12,120740124,SIRT4
220048_at,chr2,-109510927,EDAR
220049_s_at,chr9,5510545,PDCD1LG2
220050_at,chr9,135754290,C9orf9
220051_at,chr16,2867164,PRSS21
220052_s_at,chr14,-24708851,TINF2
220053_at,chr12,-7842381,GDF3
220055_at,chr17,-16453631,ZNF287
220056_at,chr1,-24446261,IL22RA1
220057_at,chrX,52239019,XAGE1E
220059_at,chr4,68424446,STAP1
220062_s_at,chrX,-141290128,MAGEC2
220065_at,chrX,99839790,TNMD
220066_at,chr16,50731050,NOD2
220067_at,chr15,-42140344,SPTBN5
220068_at,chr22,-24094930,VPREB3
220069_at,chr22,18593453,TUBA8
220076_at,chr5,-14704909,ANKH
220081_x_at,chr1,162760496,HSD17B7
220086_at,chr10,-124753197,IKZF5
220087_at,chr16,81272296,BCO1
220088_at,chr19,47813104,C5AR1
220090_at,chr1,-152381719,CRNN
220091_at,chr9,-136336216,SLC2A6
220100_at,chr11,64323098,SLC22A11
220102_at,chr3,-138663066,FOXL2
220105_at,chr22,-23401593,RSPH14
220106_at,chr7,-44552135,NPC1L1
220108_at,chr9,-80037995,GNA14
220110_s_at,chrX,-102330750,NXF3
220111_s_at,chr12,-5671817,ANO2
220113_x_at,chr2,113299492,POLR1B
220115_s_at,chr5,-24487209,CDH10
220116_at,chr5,113698016,KCNN2
220118_at,chr19,36203830,ZBTB32
220120_s_at,chr5,-111498315,EPB41L4A
220124_at,chr16,81348571,GAN
220125_at,chr9,34458811,DNAI1
220126_at,chr3,-46753606,PRSS50
220130_x_at,chr14,24779357,LTB4R2
220131_at,chr19,35634154,FXYD7
220132_s_at,chr12,9822304,CLEC2D
220135_s_at,chr19,-33321419,SLC7A9
220136_s_at,chr2,-219854912,CRYBA2
220138_at,chr5,-153854532,HAND1
220139_at,chr21,-45666222,DNMT3L
220142_at,chr1,156589086,HAPLN2
220143_x_at,chr16,-238974,LUC7L
220146_at,chrX,12885202,TLR7
220147_s_at,chr12,-31433520,FAM60A
220148_at,chr6,-135238528,ALDH8A1
220153_at,chr10,101419263,ENTPD7
220157_x_at,chr12,-45566817,PLEKHA8P1
220158_at,chr19,40194946,LGALS14
220160_s_at,chr19,-47978400,KPTN
220161_s_at,chr9,-112002012,EPB41L4B
220162_s_at,chr9,-139258408,CARD9
220163_s_at,chr8,-21971932,HR
220164_s_at,chr3,121312170,FBXO40
220166_at,chr10,101088856,CNNM1
220170_at,chr6,97010424,FHL5
220171_x_at,chr13,45563687,GPALPP1
220177_s_at,chr21,-43801985,TMPRSS3
220179_at,chr16,-68009566,DPEP3
220180_at,chr18,-52568740,CCDC68
220183_s_at,chr4,-123813799,NUDT6
220185_at,chr19,40973126,SPTBN4
220188_at,chr16,87636499,JPH3
220189_s_at,chr5,-179224598,MGAT4B
220190_s_at,chr2,48757308,STON1
220191_at,chr2,69201705,GKN1
220197_at,chr7,-138391039,ATP6V0A4
220198_s_at,chr3,-170606204,EIF5A2
220200_s_at,chr12,123868704,SETD8
220202_s_at,chr9,-125611732,RC3H2
220205_at,chr21,-10906743,TPTE
220207_at,chr19,38794804,C19orf33
220208_at,chr9,136279459,ADAMTS13
220209_at,chr17,26553589,PYY2
220210_at,chr11,-3686817,CHRNA10
220214_at,chr11,6947654,ZNF215
220217_x_at,chrX,-140335596,SPANXC
220224_at,chr20,-7863631,HAO1
220225_at,chr5,-1877541,IRX4
220229_s_at,chr15,51200869,AP4E1
220230_s_at,chr11,-7686326,CYB5R2
220231_at,chr7,31726631,PPP1R17
220234_at,chr8,-61101423,CA8
220244_at,chr3,8613468,LINC00312
220245_at,chr5,-33945972,SLC45A2
220246_at,chr10,12391583,CAMK1D
220247_at,chr15,40886447,CASC5
220248_x_at,chr20,-1422807,NSFL1C
220249_at,chr7,123485223,HYAL4
220250_at,chr17,15602891,ZNF286A
220253_s_at,chr8,-105501459,LRP12
220255_at,chr6,35420138,FANCE
220257_x_at,chrX,101502094,NXF2
220273_at,chr5,-148753830,IL17B
220275_at,chr10,-124591671,CUZD1
220277_at,chr4,-105389463,CXXC4
220279_at,chr1,-228595636,TRIM17
220280_s_at,chr2,-241418839,ANKMY1
220281_at,chr15,48498498,SLC12A1
220284_at,chr19,49867042,DKKL1
220287_at,chr3,-64501331,ADAMTS9
220288_at,chr17,18012020,MYO15A
220294_at,chr8,-110979233,KCNV1
220302_at,chr6,-10762956,MAK
220304_s_at,chr8,-87586163,CNGB3
220307_at,chr1,-160799950,CD244
220308_at,chr1,-159842154,CFAP45
220311_at,chr21,-30248386,N6AMT1
220313_at,chr1,101003728,GPR88
220315_at,chr12,-3918027,PARP11
220316_at,chr14,33408459,NPAS3
220317_at,chr4,155665163,LRAT
220319_s_at,chr6,16129317,MYLIP
220322_at,chr2,113735606,IL36G
220325_at,chrX,-100523241,TAF7L
220327_at,chr3,-86987123,VGLL3
220330_s_at,chr21,-15857549,SAMSN1
220331_at,chr14,100150755,CYP46A1
220332_at,chr3,190105661,CLDN16
220334_at,chr6,-153332032,RGS17
220336_s_at,chr19,-55525075,GP6
220337_at,chr14,-77731834,NGB
220339_s_at,chr16,-1271651,TPSG1
220343_at,chr6,136172834,PDE7B
220351_at,chr3,132316094,ACKR4
220356_at,chr4,-47596018,CORIN
220357_s_at,chr20,42187635,SGK2
220358_at,chr1,-212859759,BATF3
220359_s_at,chr3,35722429,ARPP21
220365_at,chr2,3705786,ALLC
220366_at,chr19,48497908,ELSPBP1
220371_s_at,chr7,100450341,SLC12A9
220378_at,chr6,-35085849,TCP11
220379_at,chr7,127233689,FSCN3
220380_at,chr1,84864215,DNASE2B
220383_at,chr2,-44039611,ABCG5
220384_at,chr7,37888199,NME8
220386_s_at,chr2,42396490,EML4
220387_s_at,chr1,70820493,HHLA3
220392_at,chr8,-25699246,EBF2
220393_at,chr6,-63985856,LGSN
220394_at,chr8,-16850334,FGF20
220397_at,chr12,-68718785,MDM1
220403_s_at,chr11,-128805270,TP53AIP1
220405_at,chr8,50824597,SNTG1
220408_x_at,chr13,-37583451,SUPT20H
220412_x_at,chr11,-65360326,KCNK7
220413_at,chr14,21467414,SLC39A2
220414_at,chr10,-5540658,CALML5
220415_at,chr1,74701071,TNNI3K
220418_at,chr21,43823971,UBASH3A
220419_s_at,chr21,17102496,USP25
220420_at,chr15,75105194,LMAN1L
220422_at,chr11,-5528530,UBQLN3
220423_at,chr1,-20438434,PLA2G2D
220424_at,chr1,-179519674,NPHS2
220428_at,chr2,-71057343,CD207
220429_at,chr4,118955500,NDST3
220432_s_at,chr6,-46517445,CYP39A1
220433_at,chrX,150866779,PRRG3
220437_at,chr19,11350295,C19orf80
220440_at,chr19,40093169,LGALS13
220442_at,chr12,-89913190,GALNT4
220443_s_at,chr2,71127720,VAX2
220445_s_at,chrX,-151876743,CSAG3
220446_s_at,chr16,71560023,CHST4
220447_at,chr20,-60790017,HRH3
220448_at,chr2,-47747915,KCNK12
220451_s_at,chr20,61867276,BIRC7
220452_x_at,chr22,17517460,CECR7
220455_at,chr22,-38474144,SLC16A8
220460_at,chr12,20848399,SLCO1C1
220474_at,chr14,-37147126,SLC25A21
220475_at,chr9,-86890765,SLC28A3
220478_at,chr22,36113919,APOL5
220480_at,chr4,-174447652,HAND2
220481_at,chr2,-54080050,GPR75
220482_s_at,chr11,-17809597,SERGEF
220483_s_at,chr8,-101269288,RNF19A
220487_at,chr2,946554,SNTG2
220491_at,chr19,35773410,HAMP
220492_s_at,chr2,-26680071,OTOF
220493_at,chr9,841690,DMRT1
220494_s_at,,,
220496_at,chr12,-10145662,CLEC1B
220497_at,chr11,-7020549,ZNF214
220498_at,chr9,-111616869,ACTL7B
220500_s_at,chr2,114384817,RABL2A
220501_at,chr9,111624603,ACTL7A
220502_s_at,chr7,-122753588,SLC13A1
220504_at,chr12,-91444271,KERA
220505_at,chr9,21967138,C9orf53
220506_at,chr13,-51568647,GUCY1B2
220507_s_at,chr22,24891251,UPB1
220508_at,chr22,-17071648,CCT8L2
220510_at,chr1,156338980,RHBG
220519_s_at,chr19,-51883163,LIM2
220522_at,chr1,197237334,CRB1
220525_s_at,chr2,-74753775,AUP1
220528_at,chr6,-133043926,VNN3
220540_at,chr20,43374488,KCNK15
220541_at,chr11,5009424,MMP26
220543_at,chr21,-34162984,C21orf62
220545_s_at,chr19,-50243011,TSKS
220548_at,chr22,-46651560,PKDREJ
220549_at,chr8,-95384188,RAD54B
220551_at,chr11,22359667,SLC17A6
220552_at,chrX,-111017542,TRPC5
220554_at,chr6,43265998,SLC22A7
220556_at,chrX,119495940,ATP1B4
220558_x_at,chr11,2323243,TSPAN32
220559_at,chr2,-119599747,EN1
220561_at,chr11,2161758,IGF2-AS
220563_s_at,chr19,-51165084,SHANK1
220565_at,chr17,-40831420,CCR10
220566_at,chr17,-8782233,PIK3R5
220567_at,chr2,-213864411,IKZF2
220570_at,chr19,7733972,RETN
220571_at,chr11,45168894,PRDM11
220573_at,chr19,-51581154,KLK14
220587_s_at,chr16,2255178,MLST8
220597_s_at,chr12,123464880,ARL6IP4
220599_s_at,chr17,78161599,CARD14
220604_x_at,chr21,-47556176,FTCD
220605_s_at,chr19,-39369195,SIRT2
220606_s_at,chr17,10600927,ADPRM
220611_at,chr1,-57463579,DAB1
220620_at,chr1,152486978,CRCT1
220621_at,chr1,47881744,FOXE3
220623_s_at,chr2,-99613724,TSGA10
220625_s_at,chr11,-34500342,ELF5
220626_at,chr14,-94749650,SERPINA10
220627_at,chr20,23471766,CST8
220629_at,chr11,2891263,KCNQ1DN
220630_s_at,chr1,111833474,CHIA
220631_at,chr2,-190611386,OSGEPL1
220632_s_at,chr14,-77741299,POMT2
220633_s_at,chr1,-21069171,HP1BP3
220634_at,chr17,59533807,TBX4
220636_at,chr17,72270386,DNAI2
220638_s_at,chr19,45281126,CBLC
220641_at,chr15,69222839,NOX5
220646_s_at,chr12,9980077,KLRF1
220648_at,chr10,-1223253,ADARB2
220650_s_at,chr16,67282855,SLC9A5
220653_at,chr19,-57285923,ZIM2
220654_at,chr17,26574470,PPY2
220658_s_at,chr12,27485787,ARNTL2
220660_at,chr9,-118650544,LINC00474
220662_s_at,chr1,-40089103,HEYL
220663_at,chrX,28605681,IL1RAPL1
220664_at,chr1,-153112594,SPRR2C
220665_at,chrX,114524292,LUZP4
220668_s_at,chr20,31350191,DNMT3B
220669_at,chr4,-146054802,OTUD4
220671_at,chr4,139936943,CCRN4L
220676_at,chr11,-130274818,ADAMTS8
220679_s_at,chr18,63418157,CDH7
220683_at,chr19,10123925,RDH8
220684_at,chr17,45810610,TBX21
220688_s_at,chr1,19578075,MRTO4
220697_at,,,
220705_s_at,chr15,-79051545,ADAMTS7
220714_at,chr8,-70963886,PRDM14
220722_s_at,chr2,108602995,SLC5A7
220727_at,chr14,-88646452,KCNK10
220733_at,chr4,-981445,SLC26A1
220735_s_at,chr3,-101043118,SENP7
220736_at,chr2,-228549926,SLC19A3
220738_s_at,chrX,-83313354,RPS6KA6
220740_s_at,chr15,-34522197,SLC12A6
220741_s_at,chr4,-106290234,PPA2
220745_at,chr1,207002222,IL19
220746_s_at,chr5,-176332006,UIMC1
220748_s_at,chr19,56153463,ZNF580
220750_s_at,chr1,-43212006,LEPRE1
220752_at,chr9,,LOC51145
220753_s_at,chr13,-20977806,CRYL1
220755_s_at,chr6,3117447,C6orf48
220757_s_at,chr19,-4445003,UBXN6
220759_at,chr14,21236586,EDDM3B
220762_s_at,chr22,-19775934,GNB1L
220766_at,chr11,-111338256,BTG4
220768_s_at,chr5,122881111,CSNK1G3
220770_s_at,chr5,-159820155,ZBED8
220771_at,chr21,,LINC00328
220772_at,chr3,138823027,BPESC1
220773_s_at,chr14,66974125,GPHN
220776_at,chr19,48958766,KCNJ14
220777_at,chr6,-17763924,KIF13A
220778_x_at,chr19,-4542600,SEMA6B
220779_at,chr1,17575593,PADI3
220780_at,chr22,-31530793,PLA2G3
220781_at,chr9,117904097,DEC1
220782_x_at,chr19,-51532348,KLK12
